PeakID (cmd=annotatePeaks.pl filtered_anova.tsv mm10 -go filtered_anova_anno_go -annStats filtered_anova_anno.stats)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
1-362	chr4	61765175	61765174	-	0.565217391304348	NA	Intergenic	L1_Mus4|LINE|L1	17050	NM_001135127	100189605		NM_001135127	ENSMUSG00000078673	Mup19	100039247|Gm12552|Mup11|Mup14|Mup17|Mup6|Mup8	major urinary protein 19	protein-coding
1-124	chr11	3154412	3154411	+	0.565217391304348	NA	intron (NM_001363223, intron 11 of 29)	B1_Mm|SINE|Alu	30409	NR_003517	236604		NM_001004146	ENSMUSG00000121500	Pisd-ps1	-	phosphatidylserine decarboxylase, pseudogene 1	pseudo
1-729	chrY	90805141	90805140	-	0.564516129032258	NA	intron (NR_137282, intron 2 of 2)	L1_Mm|LINE|L1	19698	NR_137282	170942		NM_133362		Erdr1x	Erdr1|Gm21887|Gm55594|edr	erythroid differentiation regulator 1 x	protein-coding
1-432	chr4	147420445	147420444	+	0.564102564102564	NA	Intergenic	Intergenic	-22670	NM_001371348	195531		NM_001039209	ENSMUSG00000078496	Zfp982	Gm13152	zinc finger protein 982	protein-coding
1-384	chr4	145837432	145837431	+	0.5625	NA	non-coding (NR_033612, exon 1 of 1)	non-coding (NR_033612, exon 1 of 1)	212	NR_033612	236069		NR_033612	ENSMUSG00000096233	Gm13238	-	carnitine deficiency-associated gene expressed in ventricle 3 pseudogene	pseudo
1-622	chr7	15419706	15419705	+	0.5625	NA	Intergenic	L1Md_T|LINE|L1	30854	NM_145708	246792		NM_145708	ENSMUSG00000074369	Obox2	-	oocyte specific homeobox 2	protein-coding
1-703	chrX	169979282	169979281	+	0.56	NA	promoter-TSS (NR_029457)	promoter-TSS (NR_029457)	-364	NR_029457	654820		NM_001039559	ENSMUSG00000072844	G530011O06Rik	-	RIKEN cDNA G530011O06 gene	ncRNA
1-572	chr5	93683280	93683279	-	0.555555555555556	NA	Intergenic	Intergenic	-11770	NM_001164284	381654		NM_001164284	ENSMUSG00000070686	Pramel34	-	PRAME like 34	protein-coding
1-699	chrX	169979205	169979204	+	0.555555555555556	NA	promoter-TSS (NR_029457)	promoter-TSS (NR_029457)	-287	NR_029457	654820		NM_001039559	ENSMUSG00000072844	G530011O06Rik	-	RIKEN cDNA G530011O06 gene	ncRNA
1-323	chr2	177323567	177323566	+	0.555555555555556	NA	Intergenic	Intergenic	-117070	NM_001374129	100043403		NM_001113806	ENSMUSG00000078870	Gm14410	-	predicted gene 14410	protein-coding
1-483	chr5	15011721	15011720	+	0.55	NA	Intergenic	L1Md_A|LINE|L1	21287	NM_182957	66773		NM_182957	ENSMUSG00000091897	Gm17019	-	predicted gene 17019	protein-coding
1-700	chrX	169979254	169979253	+	0.548387096774194	NA	promoter-TSS (NR_029457)	promoter-TSS (NR_029457)	-336	NR_029457	654820		NM_001039559	ENSMUSG00000072844	G530011O06Rik	-	RIKEN cDNA G530011O06 gene	ncRNA
1-692	chrX	33081102	33081101	-	0.545454545454545	NA	Intergenic	ORR1A3-int|LTR|ERVL-MaLR	24815	NR_040388	100040552		NR_040388		Gm2837	-	spindlin family, member 2 pseudogene	pseudo
1-439	chr4	147604423	147604422	-	0.545454545454545	NA	Intergenic	B1_Mur2|SINE|Alu	38086	NM_145078	112422		NM_145078	ENSMUSG00000066000	Zfp979	2610305D13Rik|Ssm1b	zinc finger protein 979	protein-coding
1-271	chr17	13400526	13400525	-	0.545454545454545	NA	Intergenic	RLTR28|LTR|ERVL	45953	NM_001167578	100041352		NM_001167578	ENSMUSG00000052469	Tcp10c	D17Leh66C|D17Leh66ca|Gm9880|T66C-a|Tcp-10c	t-complex protein 10c	protein-coding
1-224	chr15	9016187	9016186	-	0.545454545454545	NA	intron (NM_198024, intron 8 of 13)	(CA)n|Simple_repeat|Simple_repeat	48237	NM_198024	223332		NM_198024	ENSMUSG00000048424	Ranbp3l	C130037N17Rik	RAN binding protein 3-like	protein-coding
1-607	chr6	13040012	13040011	+	0.545454545454545	NA	Intergenic	L1MA6|LINE|L1	-29748	NM_027992	71900		NM_027992	ENSMUSG00000029571	Tmem106b	2310036D22Rik|5830455K21Rik|6430519M21Rik	transmembrane protein 106B	protein-coding
1-648	chr8	15519992	15519991	-	0.542857142857143	NA	Intergenic	LSU-rRNA_Hsa|rRNA|rRNA	462338	NM_008664	17930		NM_008664	ENSMUSG00000031461	Myom2	-	myomesin 2	protein-coding
1-650	chr8	19703424	19703423	-	0.540540540540541	NA	Intergenic	ID_B1|SINE|B4	-26153	NM_001270553	100861668		NM_001270553	ENSMUSG00000095294	Potefam3b	Gm21119|Pote3b	POTE ankyrin domain family member 3B	protein-coding
1-101	chr10	81178088	81178087	-	0.540540540540541	NA	promoter-TSS (NR_028549)	promoter-TSS (NR_028549)	-874	NR_028549	100217454		NR_028549	ENSMUSG00000064441	Snord37	MBII-376	small nucleolar RNA, C/D box 37	snoRNA
1-319	chr2	164725758	164725757	+	0.538461538461538	NA	Intergenic	Intergenic	10452	NM_001040055	641368		NM_001040055	ENSMUSG00000074593	Spint5	Gm14316	serine protease inhibitor, Kunitz type 5	protein-coding
1-610	chr6	31060548	31060547	+	0.538461538461538	NA	Intergenic	Intergenic	2200	NR_029744	387222		NR_029744	ENSMUSG00000065610	Mir29a	Mirn29a|mir-29a|mmu-mir-29a	microRNA 29a	ncRNA
1-376	chr4	145693234	145693233	+	0.538461538461538	NA	intron (NM_001103158, intron 2 of 4)	intron (NM_001103158, intron 2 of 4)	22536	NM_001103158	100041379		NM_001103158	ENSMUSG00000058186	Zfp980	Gm13242	zinc finger protein 980	protein-coding
1-718	chrY	90740549	90740548	+	0.538461538461538	NA	Intergenic	Intergenic	14502	NR_137283	654820		NM_001039559	ENSMUSG00000072844	G530011O06Rik	-	RIKEN cDNA G530011O06 gene	ncRNA
1-485	chr5	15019890	15019889	+	0.535714285714286	NA	Intergenic	Intergenic	13118	NM_182957	66773		NM_182957	ENSMUSG00000091897	Gm17019	-	predicted gene 17019	protein-coding
1-490	chr5	15037510	15037509	-	0.533333333333333	NA	Intergenic	ORR1A1-int|LTR|ERVL-MaLR	-4502	NM_182957	66773		NM_182957	ENSMUSG00000091897	Gm17019	-	predicted gene 17019	protein-coding
1-717	chrY	89269547	89269546	-	0.533333333333333	NA	Intergenic	ETnERV3-int|LTR|ERVK	61437	NM_001373933	115489301		NM_001373933		Gm21838	-	predicted gene, 21838	protein-coding
1-705	chrX	169979295	169979294	-	0.530612244897959	NA	promoter-TSS (NR_029457)	promoter-TSS (NR_029457)	-377	NR_029457	654820		NM_001039559	ENSMUSG00000072844	G530011O06Rik	-	RIKEN cDNA G530011O06 gene	ncRNA
1-554	chr5	15697868	15697867	-	0.529411764705882	NA	intron (NR_001585, intron 1 of 4)	L1Md_F2|LINE|L1	16404	NM_001281511	100502967		NM_001281511	ENSMUSG00000073208	Speer4c1	4933431D05Rik|SPEER-4C|Speer4c	spermatogenesis associated glutamate (E)-rich protein 4C1	protein-coding
1-615	chr6	58603756	58603755	-	0.529411764705882	NA	intron (NM_001381926, intron 2 of 16)	intron (NM_001381926, intron 2 of 16)	7083	NM_011920	26357		NM_011920	ENSMUSG00000029802	Abcg2	ABC15|ABCP|BCRP|Bcrp1|MXR|MXR1	ATP binding cassette subfamily G member 2 (Junior blood group)	protein-coding
1-213	chr13	119616134	119616133	+	0.528571428571429	NA	Intergenic	Intergenic	-7686	NM_020279	56838		NM_020279	ENSMUSG00000074715	Ccl28	CCK1|MEC|Scya28	C-C motif chemokine ligand 28	protein-coding
1-7	chr1	85025598	85025597	-	0.526315789473684	NA	Intergenic	Intergenic	-80496	NR_163968	621875		NM_001037910	ENSMUSG00000072109	A530040E14Rik	-	RIKEN cDNA A530040E14 gene	ncRNA
1-731	chrY	90805202	90805201	+	0.526315789473684	NA	intron (NR_137282, intron 2 of 2)	L1_Mm|LINE|L1	19759	NR_137282	170942		NM_133362		Erdr1x	Erdr1|Gm21887|Gm55594|edr	erythroid differentiation regulator 1 x	protein-coding
1-436	chr4	147449971	147449970	+	0.526315789473684	NA	intron (NM_001371349, intron 1 of 3)	LTRIS2|LTR|ERV1	6856	NM_001371349	195531		NM_001039209	ENSMUSG00000078496	Zfp982	Gm13152	zinc finger protein 982	protein-coding
1-444	chr5	13859248	13859247	-	0.523809523809524	NA	Intergenic	IAPLTR2a2_Mm|LTR|ERVK	49459	NM_001378268	626067		NM_001378268		Gm6650	EG626067	predicted gene 6650	protein-coding
1-683	chr9	56223615	56223614	+	0.523809523809524	NA	intron (NM_172924, intron 6 of 6)	LSU-rRNA_Hsa|rRNA|rRNA	-62544	NM_019793	56434		NM_019793	ENSMUSG00000032324	Tspan3	1700055K04Rik|TM4-A|Tm4sf8	tetraspanin 3	protein-coding
1-4	chr1	84963777	84963776	+	0.523809523809524	NA	Intergenic	Intergenic	-28693	NM_027921	71781		NM_027921	ENSMUSG00000026220	Slc16a14	1110004H10Rik	solute carrier family 16 (monocarboxylic acid transporters), member 14	protein-coding
1-674	chr9	3011428	3011427	+	0.521739130434783	NA	Intergenic	GSAT_MM|Satellite|Satellite	27316	NR_039546	100628572		NR_039546	ENSMUSG00000106183	Mir101c	mir-101c|mmu-mir-101c	microRNA 101c	ncRNA
1-630	chr7	43195429	43195428	-	0.52	NA	Intergenic	B2_Mm2|SINE|B2	17838	NM_001034893	668620		NM_001034893	ENSMUSG00000064194	Zfp936	EG435970|EG668620|Gm9272|I1C0022H11Rik	zinc finger protein 936	protein-coding
1-714	chrX	169996600	169996599	+	0.52	NA	Intergenic	Intergenic	-17682	NR_029457	654820		NM_001039559	ENSMUSG00000072844	G530011O06Rik	-	RIKEN cDNA G530011O06 gene	ncRNA
1-709	chrX	169979335	169979334	+	0.518518518518518	NA	promoter-TSS (NR_029457)	promoter-TSS (NR_029457)	-417	NR_029457	654820		NM_001039559	ENSMUSG00000072844	G530011O06Rik	-	RIKEN cDNA G530011O06 gene	ncRNA
1-713	chrX	169987430	169987429	+	0.516129032258065	NA	intron (NM_001290504, intron 8 of 9)	CpG	-8512	NR_029457	654820		NM_001039559	ENSMUSG00000072844	G530011O06Rik	-	RIKEN cDNA G530011O06 gene	ncRNA
1-732	chrY	90805203	90805202	-	0.516129032258065	NA	intron (NR_137282, intron 2 of 2)	L1_Mm|LINE|L1	19760	NR_137282	170942		NM_133362		Erdr1x	Erdr1|Gm21887|Gm55594|edr	erythroid differentiation regulator 1 x	protein-coding
1-12	chr1	85087932	85087931	-	0.5	NA	TTS (NM_213615)	TTS (NM_213615)	-18162	NR_163968	621875		NM_001037910	ENSMUSG00000072109	A530040E14Rik	-	RIKEN cDNA A530040E14 gene	ncRNA
1-237	chr16	4719573	4719572	-	0.5	NA	promoter-TSS (NM_001290763)	promoter-TSS (NM_001290763)	-216	NM_026393	67824		NM_026393	ENSMUSG00000063445	Nmral1	1110025F24Rik	NmrA-like family domain containing 1	protein-coding
1-2	chr1	57595531	57595530	+	0.5	NA	Intergenic	Intergenic	-179331	NM_001368787	67198		NM_144882	ENSMUSG00000038305	Spats2l	2810022L02Rik|A230104H11Rik	spermatogenesis associated, serine-rich 2-like	protein-coding
1-210	chr13	119610448	119610447	+	0.5	NA	TTS (NM_001177666)	TTS (NM_001177666)	-13372	NM_020279	56838		NM_020279	ENSMUSG00000074715	Ccl28	CCK1|MEC|Scya28	C-C motif chemokine ligand 28	protein-coding
1-338	chr3	106178678	106178677	+	0.5	NA	Intergenic	Intergenic	-11113	NM_009892	12655		NM_009892	ENSMUSG00000040809	Chil3	Chi3l3|ECF-L|Ym1	chitinase-like 3	protein-coding
1-25	chr1	85455351	85455350	+	0.5	NA	Intergenic	ORR1E-int|LTR|ERVL-MaLR	-89465	NM_001378663	101055758		NM_001378663	ENSMUSG00000118607	Gm7592	EG665338	predicted gene 7592	protein-coding
1-130	chr11	5168796	5168795	+	0.5	NA	Intergenic	Intergenic	-16565	NM_001371000	140703		NM_080595	ENSMUSG00000034164	Emid1	CO-5|Emu1	EMI domain containing 1	protein-coding
1-660	chr8	20284959	20284958	-	0.5	NA	intron (NR_030708, intron 1 of 4)	intron (NR_030708, intron 1 of 4)	12474	NR_030708	547150		NR_030708	ENSMUSG00000121492	6820431F20Rik	-	cadherin 11 pseudogene	pseudo
1-634	chr7	68450070	68450069	+	0.5	NA	Intergenic	Intergenic	32645	NR_046208	71244		NR_046208	ENSMUSG00000108924	4933436H12Rik	-	RIKEN cDNA 4933436H12 gene	ncRNA
1-442	chr4	147808991	147808990	+	0.5	NA	intron (NM_001127189, intron 1 of 5)	intron (NM_001127189, intron 1 of 5)	798	NM_001127189	100041677		NM_001127189	ENSMUSG00000078495	Zfp984	Gm13157	zinc finger protein 984	protein-coding
1-382	chr4	145837215	145837214	+	0.5	NA	promoter-TSS (NR_033612)	promoter-TSS (NR_033612)	-5	NR_033612	236069		NR_033612	ENSMUSG00000096233	Gm13238	-	carnitine deficiency-associated gene expressed in ventricle 3 pseudogene	pseudo
1-305	chr19	40119804	40119803	-	0.5	NA	Intergenic	Lx2|LINE|L1	30124	NM_001167875	107141		NM_134144	ENSMUSG00000054827	Cyp2c50	-	cytochrome P450, family 2, subfamily c, polypeptide 50	protein-coding
1-573	chr5	93687683	93687682	+	0.5	NA	Intergenic	L1Md_F2|LINE|L1	-16173	NM_001164284	381654		NM_001164284	ENSMUSG00000070686	Pramel34	-	PRAME like 34	protein-coding
1-335	chr3	106162523	106162522	+	0.5	NA	intron (NM_009892, intron 3 of 10)	intron (NM_009892, intron 3 of 10)	5042	NM_009892	12655		NM_009892	ENSMUSG00000040809	Chil3	Chi3l3|ECF-L|Ym1	chitinase-like 3	protein-coding
1-133	chr11	12859048	12859047	-	0.5	NA	Intergenic	MTD|LTR|ERVL-MaLR	-394087	NM_001282993	12808		NM_172496	ENSMUSG00000020173	Cobl	-	cordon-bleu WH2 repeat	protein-coding
1-414	chr4	147235832	147235831	+	0.5	NA	intron (NM_001378742, intron 1 of 4)	intron (NM_001378742, intron 1 of 4)	-69773	NM_001384232	115489950		NM_001384232	ENSMUSG00000078498	Zfp988	Gm13151	zinc finger protein 988	protein-coding
1-74	chr1	88302486	88302485	-	0.5	NA	Intergenic	Lx8|LINE|L1	-4250	NM_134252	171382		NM_134252	ENSMUSG00000036251	Trpm8	CMR1|LTRPC6|LTrpC-6|TRPP8|Trp-p8	transient receptor potential cation channel, subfamily M, member 8	protein-coding
1-170	chr13	12848711	12848710	-	0.5	NA	Intergenic	Intergenic	-48631	NM_011118	18812		NM_011118	ENSMUSG00000056457	Prl2c3	Ghd1|MRP-2|MRP-3|Mrpplf3|PLF-2|PLF-3|Plf2|Prl2c4|mrp/plf3	prolactin family 2, subfamily c, member 3	protein-coding
1-665	chr8	20403810	20403809	+	0.5	NA	intron (NR_028428, intron 3 of 5)	RLTR17B_Mm|LTR|ERVK	21005	NR_028428	381598		NM_001024708	ENSMUSG00000121345	2610005L07Rik	2810038F24Rik|6720476A01Rik	cadherin 11 pseudogene	pseudo
1-512	chr5	15468784	15468783	+	0.5	NA	Intergenic	Intergenic	7753	NM_001374725	100861702		NM_001374725	ENSMUSG00000099762	Gm21149	-	predicted gene, 21149	protein-coding
1-675	chr9	3018417	3018416	+	0.484848484848485	NA	Intergenic	GSAT_MM|Satellite|Satellite	20327	NR_039546	100628572		NR_039546	ENSMUSG00000106183	Mir101c	mir-101c|mmu-mir-101c	microRNA 101c	ncRNA
1-422	chr4	147276039	147276038	+	0.473684210526316	NA	intron (NM_001378742, intron 1 of 4)	CpG	-29566	NM_001384232	115489950		NM_001384232	ENSMUSG00000078498	Zfp988	Gm13151	zinc finger protein 988	protein-coding
1-306	chr19	40119870	40119869	-	0.473684210526316	NA	Intergenic	Lx2|LINE|L1	30190	NM_001167875	107141		NM_134144	ENSMUSG00000054827	Cyp2c50	-	cytochrome P450, family 2, subfamily c, polypeptide 50	protein-coding
1-329	chr3	75412899	75412898	-	0.473684210526316	NA	intron (NM_001370850, intron 2 of 13)	L1Md_T|LINE|L1	18339	NM_001370850	213248		NM_001370850	ENSMUSG00000104301	Wdr49	EG213248	WD repeat domain 49	protein-coding
1-484	chr5	15014596	15014595	+	0.470588235294118	NA	Intergenic	L1Md_A|LINE|L1	18412	NM_182957	66773		NM_182957	ENSMUSG00000091897	Gm17019	-	predicted gene 17019	protein-coding
1-66	chr1	88279613	88279612	-	0.469387755102041	NA	Intergenic	B3A|SINE|B2	-2033	NM_198652	381280		NM_198652	ENSMUSG00000044783	Hjurp	6430706D22Rik|A730008H23Rik|C330011F01Rik|Gm975|Mfleg1	Holliday junction recognition protein	protein-coding
1-294	chr18	3064348	3064347	-	0.466666666666667	NA	Intergenic	IAPEY4_I-int|LTR|ERVK	59065	NM_001167539	100312476		NM_001167539	ENSMUSG00000091539	Vmn1r238	-	vomeronasal 1 receptor, 238	protein-coding
1-166	chr13	9834480	9834479	+	0.466666666666667	NA	Intergenic	L1Md_T|LINE|L1	-69158	NM_001199141	66505		NM_144516	ENSMUSG00000021156	Zmynd11	2210402G22Rik|BS69	zinc finger, MYND domain containing 11	protein-coding
1-670	chr8	81802395	81802394	-	0.466666666666667	NA	intron (NM_001024617, intron 7 of 24)	intron (NM_001024617, intron 7 of 24)	459832	NM_001024617	234515		NM_001024617	ENSMUSG00000037940	Inpp4b	E130107I17Rik	inositol polyphosphate-4-phosphatase, type II	protein-coding
1-708	chrX	169979326	169979325	-	0.463414634146341	NA	promoter-TSS (NR_029457)	promoter-TSS (NR_029457)	-408	NR_029457	654820		NM_001039559	ENSMUSG00000072844	G530011O06Rik	-	RIKEN cDNA G530011O06 gene	ncRNA
1-726	chrY	90800778	90800777	+	0.461538461538462	NA	intron (NR_137282, intron 2 of 2)	intron (NR_137282, intron 2 of 2)	15335	NR_137282	170942		NM_133362		Erdr1x	Erdr1|Gm21887|Gm55594|edr	erythroid differentiation regulator 1 x	protein-coding
1-92	chr1	171068053	171068052	-	0.461538461538462	NA	Intergenic	Intergenic	-3400	NR_106103	102466998		NR_106103	ENSMUSG00000118979	Mir6546	Gm27408|mmu-mir-6546	microRNA 6546	ncRNA
1-36	chr1	85600542	85600541	+	0.461538461538462	NA	promoter-TSS (NM_001013817)	promoter-TSS (NM_001013817)	-162	NM_001013817	434484		NM_001013817	ENSMUSG00000070031	Sp140	-	Sp140 nuclear body protein	protein-coding
1-5	chr1	84995028	84995027	+	0.461538461538462	NA	Intergenic	Intergenic	-59944	NM_027921	71781		NM_027921	ENSMUSG00000026220	Slc16a14	1110004H10Rik	solute carrier family 16 (monocarboxylic acid transporters), member 14	protein-coding
1-741	chrY	90808839	90808838	-	0.460526315789474	NA	intron (NR_137282, intron 2 of 2)	intron (NR_137282, intron 2 of 2)	23396	NR_137282	170942		NM_133362		Erdr1x	Erdr1|Gm21887|Gm55594|edr	erythroid differentiation regulator 1 x	protein-coding
1-132	chr11	6393015	6393014	-	0.454545454545455	NA	Intergenic	L1MD1|LINE|L1	-2111	NM_001005867	52915		NM_028601	ENSMUSG00000041164	Zmiz2	Zimp7	zinc finger, MIZ-type containing 2	protein-coding
1-353	chr4	3224678	3224677	-	0.454545454545455	NA	Intergenic	Intergenic	-6505	NR_166063	108168923		NR_166062		Gm46840	-	predicted gene, 46840	ncRNA
1-401	chr4	146475349	146475348	-	0.454545454545455	NA	Intergenic	CpG	26318	NM_001085522	433791		NM_001085522	ENSMUSG00000070605	Zfp992	Gm13251	zinc finger protein 992	protein-coding
1-643	chr8	12811415	12811414	+	0.454545454545455	NA	intron (NM_015804, intron 2 of 28)	intron (NM_015804, intron 2 of 28)	20505	NR_045775	100504249		NR_045775	ENSMUSG00000084780	Gm15350	-	predicted gene 15350	ncRNA
1-435	chr4	147449225	147449224	+	0.454545454545455	NA	intron (NM_001371349, intron 1 of 3)	intron (NM_001371349, intron 1 of 3)	6110	NM_001371349	195531		NM_001039209	ENSMUSG00000078496	Zfp982	Gm13152	zinc finger protein 982	protein-coding
1-386	chr4	146055340	146055339	+	0.454545454545455	NA	Intergenic	L1_Mus3|LINE|L1	-12185	NR_030771	627585		NM_001039233		Gm13034	-	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5 pseudogene	pseudo
1-23	chr1	85328598	85328597	+	0.454545454545455	NA	Intergenic	Intergenic	-1218	NR_165476	108167347		NM_001372515		Gm2619	100040135	component of Sp100-rs-like	pseudo
1-381	chr4	145837214	145837213	-	0.45	NA	promoter-TSS (NR_033612)	promoter-TSS (NR_033612)	-6	NR_033612	236069		NR_033612	ENSMUSG00000096233	Gm13238	-	carnitine deficiency-associated gene expressed in ventricle 3 pseudogene	pseudo
1-261	chr17	13214548	13214547	+	0.45	NA	Intergenic	Intergenic	-6641	NM_013741	27263		NM_013741	ENSMUSG00000073458	Smok2a	Smok2	sperm motility kinase 2A	protein-coding
1-65	chr1	88279612	88279611	+	0.448275862068966	NA	Intergenic	B3A|SINE|B2	-2032	NM_198652	381280		NM_198652	ENSMUSG00000044783	Hjurp	6430706D22Rik|A730008H23Rik|C330011F01Rik|Gm975|Mfleg1	Holliday junction recognition protein	protein-coding
1-284	chr17	39845783	39845782	-	0.444444444444444	NA	non-coding (NR_046233, exon 1 of 1)	non-coding (NR_046233, exon 1 of 1)	2785	NR_046233	100861531		NR_046233		Rn45s	-	45S pre-ribosomal RNA	rRNA
1-433	chr4	147424646	147424645	+	0.444444444444444	NA	Intergenic	Intergenic	-18469	NM_001371348	195531		NM_001039209	ENSMUSG00000078496	Zfp982	Gm13152	zinc finger protein 982	protein-coding
1-389	chr4	146103112	146103111	-	0.444444444444444	NA	intron (NM_001037926, intron 1 of 3)	intron (NM_001037926, intron 1 of 3)	5799	NM_001037926	626316		NM_001037926	ENSMUSG00000066009	Zfp987	Gm13051	zinc finger protein 987	protein-coding
1-169	chr13	12836419	12836418	+	0.444444444444444	NA	Intergenic	L1_Mus1|LINE|L1	-36339	NM_011118	18812		NM_011118	ENSMUSG00000056457	Prl2c3	Ghd1|MRP-2|MRP-3|Mrpplf3|PLF-2|PLF-3|Plf2|Prl2c4|mrp/plf3	prolactin family 2, subfamily c, member 3	protein-coding
1-349	chr3	144657388	144657387	-	0.444444444444444	NA	Intergenic	L1Md_T|LINE|L1	62782	NM_001379171	54673		NM_019464	ENSMUSG00000037062	Sh3glb1	Bif-1|mKIAA0491	SH3-domain GRB2-like B1 (endophilin)	protein-coding
1-706	chrX	169979302	169979301	-	0.44	NA	promoter-TSS (NR_029457)	promoter-TSS (NR_029457)	-384	NR_029457	654820		NM_001039559	ENSMUSG00000072844	G530011O06Rik	-	RIKEN cDNA G530011O06 gene	ncRNA
1-680	chr9	3035731	3035730	-	0.438202247191011	NA	Intergenic	GSAT_MM|Satellite|Satellite	3013	NR_039546	100628572		NR_039546	ENSMUSG00000106183	Mir101c	mir-101c|mmu-mir-101c	microRNA 101c	ncRNA
1-10	chr1	85076907	85076906	+	0.4375	NA	Intergenic	RMER6A|LTR|ERVK	-29187	NR_163968	621875		NM_001037910	ENSMUSG00000072109	A530040E14Rik	-	RIKEN cDNA A530040E14 gene	ncRNA
1-217	chr14	41723705	41723704	-	0.4375	NA	Intergenic	L1Md_T|LINE|L1	-21796	NM_001384239	666376		NM_001384239		Gm8068	EG666376	predicted gene 8068	protein-coding
1-380	chr4	145837213	145837212	+	0.433333333333333	NA	promoter-TSS (NR_033612)	promoter-TSS (NR_033612)	-7	NR_033612	236069		NR_033612	ENSMUSG00000096233	Gm13238	-	carnitine deficiency-associated gene expressed in ventricle 3 pseudogene	pseudo
1-126	chr11	3170239	3170238	+	0.433333333333333	NA	intron (NM_001363224, intron 9 of 28)	B1_Mus1|SINE|Alu	23365	NM_030207	78887		NM_030207	ENSMUSG00000023764	Sfi1	-	Sfi1 homolog, spindle assembly associated (yeast)	protein-coding
1-339	chr3	106184524	106184523	-	0.428571428571429	NA	Intergenic	IAPEY3-int|LTR|ERVK	-16959	NM_009892	12655		NM_009892	ENSMUSG00000040809	Chil3	Chi3l3|ECF-L|Ym1	chitinase-like 3	protein-coding
1-108	chr11	3102386	3102385	-	0.428571428571429	NA	Intergenic	GSAT_MM|Satellite|Satellite	-21617	NR_003517	236604		NM_001004146	ENSMUSG00000121500	Pisd-ps1	-	phosphatidylserine decarboxylase, pseudogene 1	pseudo
1-434	chr4	147449142	147449141	+	0.428571428571429	NA	intron (NM_001371349, intron 1 of 3)	intron (NM_001371349, intron 1 of 3)	6027	NM_001371349	195531		NM_001039209	ENSMUSG00000078496	Zfp982	Gm13152	zinc finger protein 982	protein-coding
1-562	chr5	26007291	26007290	+	0.428571428571429	NA	Intergenic	Intergenic	-2563	NM_001281519	100038949		NM_001281519	ENSMUSG00000091049	Gm1979	-	predicted gene 1979	protein-coding
1-158	chr13	9834370	9834369	+	0.422535211267606	NA	Intergenic	L1Md_T|LINE|L1	-69048	NM_001199141	66505		NM_144516	ENSMUSG00000021156	Zmynd11	2210402G22Rik|BS69	zinc finger, MYND domain containing 11	protein-coding
1-716	chrX	170813726	170813725	-	0.421052631578947	NA	Intergenic	Intergenic	141081	NM_001199212	107626		NM_001199212	ENSMUSG00000093806	Asmt	Hiomt	acetylserotonin O-methyltransferase	protein-coding
1-174	chr13	12917811	12917810	-	0.421052631578947	NA	Intergenic	Intergenic	87583	NM_031191	18811		NM_031191	ENSMUSG00000079092	Prl2c2	Ghd2|MRP-1|PLF-1|Plf|Plf1	prolactin family 2, subfamily c, member 2	protein-coding
1-164	chr13	9834469	9834468	+	0.416666666666667	NA	Intergenic	L1Md_T|LINE|L1	-69147	NM_001199141	66505		NM_144516	ENSMUSG00000021156	Zmynd11	2210402G22Rik|BS69	zinc finger, MYND domain containing 11	protein-coding
1-655	chr8	19764415	19764414	+	0.416666666666667	NA	intron (NM_001270553, intron 6 of 9).2	L1_Mus3|LINE|L1	34838	NM_001039553	626415		NM_001039553	ENSMUSG00000096265	Potefam3e	4930467E23Rik|Pote3e|TSAP	POTE ankyrin domain family member 3E	protein-coding
1-227	chr15	55811899	55811898	+	0.416666666666667	NA	intron (NM_016667, intron 1 of 6)	L1Md_A|LINE|L1	95051	NM_016667	20649		NM_016667	ENSMUSG00000060429	Sntb1	-	syntrophin, basic 1	protein-coding
1-582	chr5	127010909	127010908	+	0.416666666666667	NA	Intergenic	L1Md_T|LINE|L1	-19881	NR_040685	71247		NR_040685	ENSMUSG00000105490	4933438B17Rik	-	RIKEN cDNA 4933438B17 gene	ncRNA
1-31	chr1	85552112	85552111	+	0.413793103448276	NA	TTS (NM_001378663)	TTS (NM_001378663)	7296	NM_001378663	101055758		NM_001378663	ENSMUSG00000118607	Gm7592	EG665338	predicted gene 7592	protein-coding
1-6	chr1	85011152	85011151	-	0.411764705882353	NA	Intergenic	Intergenic	-76068	NM_027921	71781		NM_027921	ENSMUSG00000026220	Slc16a14	1110004H10Rik	solute carrier family 16 (monocarboxylic acid transporters), member 14	protein-coding
1-415	chr4	147258756	147258755	+	0.409090909090909	NA	intron (NM_001378742, intron 1 of 4)	MMSAT4|Satellite|Satellite	-46849	NM_001384232	115489950		NM_001384232	ENSMUSG00000078498	Zfp988	Gm13151	zinc finger protein 988	protein-coding
1-283	chr17	39845752	39845751	-	0.402439024390244	NA	non-coding (NR_046233, exon 1 of 1)	non-coding (NR_046233, exon 1 of 1)	2754	NR_046233	100861531		NR_046233		Rn45s	-	45S pre-ribosomal RNA	rRNA
